source,confidence,target,weight
E2F3,A,MAP3K5,1.0
E2F2,A,MAP3K5,1.0
E2F1,A,CDCA4,1.0
E2F1,A,CBX5,1.0
E2F1,A,DGKI,1.0
E2F1,A,H2BC11,1.0
E2F4,A,TTK,-1.0
E2F4,A,TYMS,1.0
E2F4,A,H3C1,1.0
E2F4,A,UXT,1.0
ESR1,A,CD86,1.0
ESR1,A,CAPN2,1.0
ESR1,A,BCL9,1.0
ERG,A,NOS3,1.0
ELK1,A,PTPRZ1,1.0
TP53,A,TAP1,1.0
E2F4,A,WDR76,1.0
E2F4,A,BORA,1.0
E2F4,A,CENPO,1.0
E2F4,A,PRR11,1.0
E2F1,A,SMARCA5,1.0
E2F4,A,CDCA4,1.0
E2F4,A,DROSHA,1.0
TP53,A,TBC1D31,1.0
E2F4,A,ANAPC15,1.0
E2F4,A,CBX5,1.0
E2F4,A,UBE2C,1.0
E2F4,A,PGRMC1,1.0
E2F4,A,DLEU1,1.0
E2F4,A,H2BC11,1.0
E2F4,A,YBX3,1.0
E2F4,A,SMARCA5,1.0
E2F4,A,NUSAP1,1.0
ESR1,A,CEACAM3,1.0
E2F1,A,H4C4,1.0
E2F1,A,MAP3K5,1.0
AR,A,SORD,1.0
AR,A,PRKCD,1.0
AR,A,CRISP1,1.0
AHR,A,FOS,1.0
SPI1,A,TFEC,1.0
TP53,A,SESN1,1.0
TFAP2A,A,PVR,1.0
USF2,A,APOA2,1.0
USF1,A,APOA2,1.0
EGR1,A,SOD1,1.0
SPI1,A,CXCR1,1.0
ETS1,A,FOXD1,1.0
E2F4,A,CDC25A,1.0
RELA,A,CCR5,1.0
TP53,A,TENT4A,1.0
PAX1,A,PDGFRA,1.0
NFATC2,A,EGR3,1.0
NFATC1,A,EGR3,1.0
TAL1,A,ALDH1A2,1.0
ESR1,A,MYB,1.0
MYC,A,RCC1,1.0
ARNT,A,UGT1A6,1.0
ASCL1,A,PCSK6,-1.0
ATF1,A,BCL2,1.0
ATF1,A,UGT8,1.0
E2F1,A,MEIS1,1.0
E2F1,A,EYA2,1.0
E2F1,A,DCC,1.0
E2F1,A,BMP4,1.0
CREB1,A,UXT,1.0
CREB1,A,UGT8,1.0
CREB1,A,PCSK1,1.0
CEBPD,A,GAPDH,1.0
CEBPD,A,ALOX5AP,1.0
CEBPB,A,S100A9,1.0
E2F1,A,SAFB,1.0
CEBPB,A,GFER,-1.0
CEBPB,A,BCL2L1,1.0
CEBPB,A,FASLG,1.0
CEBPA,A,SMYD2,1.0
CEBPA,A,THOC1,1.0
CEBPA,A,STAR,1.0
CEBPA,A,IGF2,1.0
CEBPA,A,GAPDH,1.0
CEBPA,A,F9,1.0
CEBPA,A,ALOX5AP,1.0
ATF3,A,CCL5,1.0
CEBPB,A,CSH2,1.0
ESR1,A,CLDN4,1.0
ESR1,A,EDN3,1.0
ESR1,A,FBLN2,1.0
GATA3,A,PDE7B,1.0
GATA3,A,MYRIP,1.0
GATA3,A,ATXN10,1.0
GATA3,A,ZNF507,1.0
GATA3,A,BLCAP,1.0
GATA3,A,UST,1.0
GATA3,A,ARNT2,1.0
TP53,A,SYK,1.0
GATA3,A,SLIT2,1.0
GATA3,A,TLR5,1.0
GATA3,A,SVIL,1.0
GATA3,A,SST,1.0
GATA3,A,RBMS1,1.0
GATA3,A,PDE3A,1.0
GATA3,A,NRCAM,1.0
GATA3,A,ITPK1,1.0
GATA3,A,GRM7,1.0
GATA3,A,EPO,-1.0
GATA3,A,EPHA7,1.0
GATA3,A,EGFR,1.0
GATA3,A,EDN1,1.0
GATA3,A,GCNT4,1.0
GATA3,A,TET2,1.0
GATA3,A,GALNT10,1.0
GATA3,A,SLC24A3,1.0
JUN,A,NAT1,1.0
IRF1,A,CYBB,1.0
RBPJ,A,NFKB1,1.0
IRF8,A,CYBB,1.0
HNF4G,A,AKR1C4,1.0
HNF4A,A,GFER,-1.0
HNF4A,A,FABP2,1.0
HNF4A,A,AKR1C4,1.0
CEBPA,A,HNF4A,1.0
HNF4A,A,CEBPA,1.0
GATA3,A,ABCC2,1.0
FOXA1,A,IFI27,1.0
NR3C1,A,RLN1,1.0
NR3C1,A,ATP1B1,-1.0
GATA6,A,APOA1,1.0
GATA3,A,ST8SIA6,1.0
GATA3,A,BPIFB1,1.0
GATA3,A,NETO1,1.0
GATA3,A,FBXO11,1.0
GATA3,A,SPEF2,1.0
GATA3,A,ZXDC,1.0
GATA3,A,FNDC3B,1.0
FOXA1,A,CEBPA,1.0
GATA3,A,SEPTIN7,1.0
GATA3,A,CD40LG,1.0
GATA3,A,CD8B,1.0
ETS1,A,JAK3,1.0
ETS1,A,EGR1,1.0
ESR1,A,NOTCH2NLA,1.0
ESR1,A,NBPF15,1.0
ESR1,A,NBPF4,1.0
ESR1,A,ARID5B,1.0
ESR1,A,NBPF1,1.0
ESR1,A,POFUT1,1.0
ESR1,A,NID2,1.0
ESR1,A,SEC61B,1.0
ETS1,A,MYB,1.0
ESR1,A,NEK6,1.0
ESR1,A,TRIM16,1.0
ESR1,A,SPATA2,1.0
ESR1,A,TYMS,1.0
ESR1,A,TRH,1.0
ESR1,A,SPARC,1.0
ESR1,A,POR,1.0
ESR1,A,NOTCH2,1.0
ESR1,A,MB,1.0
ESR1,A,LGALS8,1.0
ESR1,A,GSN,1.0
ESR1,A,CCT6B,1.0
HNF4A,A,AFP,1.0
ETS1,A,VWF,1.0
ETV4,A,AGTR1,1.0
GATA3,A,CD8A,1.0
GATA3,A,ATP2B1,1.0
GATA3,A,RHOH,1.0
GATA3,A,APBA1,1.0
GATA2,A,WT1,1.0
GATA2,A,MYC,1.0
GATA2,A,CYBB,-1.0
GATA1,A,NFE2,1.0
GATA1,A,CYBB,1.0
GABPA,A,TOMM70,1.0
ETS2,A,JAK3,1.0
NR5A2,A,CYP11B1,1.0
FOSL2,A,PLAUR,1.0
FOSL2,A,IVL,1.0
FOSL2,A,CLU,1.0
FOS,A,LOXL4,1.0
FOS,A,MAF,1.0
FOS,A,IL1A,1.0
FOS,A,CSTA,1.0
FOS,A,CD40LG,1.0
FOS,A,NAT1,1.0
FOXO1,A,PCK2,1.0
FOSL2,A,UGT2B15,1.0
JUN,A,CSTA,1.0
MYB,A,ANPEP,1.0
SP1,A,TPMT,1.0
AHR,A,CYP1A2,1.0
ATF2,A,TGFB2,-1.0
PAX8,A,NCAM1,1.0
FOS,A,NQO1,1.0
SP1,A,SPN,1.0
JUN,A,NPY,1.0
TFAP2A,A,HMOX1,1.0
RARA,A,HNF4A,1.0
SP1,A,LDHA,1.0
MYB,A,LCK,1.0
RELA,A,IFNA1,1.0
REL,A,IFNG,1.0
NFKB1,A,IFNA1,1.0
FOS,A,TNFAIP6,1.0
RELA,A,F3,1.0
NR2F1,A,EPO,-1.0
GATA1,A,WT1,1.0
HNF1A,A,PROC,-1.0
CEBPB,A,TNFAIP6,1.0
USF1,A,CEACAM5,1.0
FOXA1,A,TTR,1.0
POU2F1,A,IL3,1.0
SP1,A,NPY,1.0
NFKB1,A,CSF2,1.0
NR2F2,A,OXT,1.0
TP53,A,KRT8,1.0
NFKB1,A,AGT,1.0
RELA,A,AGT,1.0
TFAP2A,A,ACHE,-1.0
NFIC,A,C4BPB,1.0
CEBPA,A,SLC9A1,1.0
SP1,A,CCK,1.0
NFKB1,A,CXCL1,1.0
NR2F2,A,CETP,1.0
CEBPB,A,TOP1,1.0
EGR1,A,ACHE,1.0
PAX8,A,TP53,-1.0
PAX8,A,WT1,1.0
NFKB2,A,CXCL8,1.0
TP53,A,UBE2L3,1.0
CEBPA,A,APOB,1.0
CEBPA,A,INSR,1.0
TFAP2A,A,MYC,1.0
SP1,A,CDK1,1.0
ETV4,A,ETS1,1.0
ETS1,A,ETV4,1.0
JUN,A,IGF1,1.0
FOXA1,A,APOB,1.0
JUN,A,ITGAX,1.0
STAT1,A,GBP1,1.0
WT1,A,IGF1,-1.0
CTCF,A,CELSR3,1.0
MYC,A,BSG,1.0
REL,A,CSF2,1.0
STAT1,A,PRKCE,-1.0
CTCF,A,ANG,1.0
SPI1,A,FCER1A,1.0
GATA2,A,MS4A2,1.0
GATA2,A,FCER1A,1.0
JUN,A,RHOB,1.0
MYC,A,HBA1,1.0
SOX9,A,RGR,1.0
TP53,A,PIAS3,-1.0
FOXM1,A,CDC6,1.0
CTCF,A,WT1,1.0
SOX2,A,HHAT,1.0
TWIST1,A,CD24,1.0
RELA,A,AR,-1.0
AR,A,RELA,-1.0
E2F1,A,UHRF1,1.0
GATA2,A,AR,1.0
TWIST1,A,CLDN7,1.0
JUN,A,PENK,1.0
FOS,A,PENK,1.0
JUN,A,NTS,1.0
TP53,A,CKM,1.0
FOXA1,A,SCGB1A1,1.0
TFDP1,A,PCNA,1.0
MYB,A,ERBB2,1.0
HNF1A,A,IGFBP1,1.0
RARA,A,ICAM1,1.0
FOS,A,CDH1,1.0
POU2F2,A,HLA-DRA,1.0
EGR1,A,WT1,1.0
SP3,A,CDKN2B,1.0
GATA4,A,IL5,1.0
TFAP2A,A,NR3C1,1.0
ERF,A,ETS2,-1.0
EGR1,A,MYB,-1.0
NFKB2,A,SELP,1.0
SP1,A,KRT18,1.0
POU1F1,A,GHR,1.0
TFAP2A,A,OAT,1.0
NFKB1,A,SELE,1.0
STAT1,A,FOS,1.0
MYB,A,CD34,1.0
CEBPD,A,CFTR,1.0
CREB1,A,FLT1,1.0
SPI1,A,CSF2,1.0
SPI1,A,CSF1,1.0
WT1,A,CCN3,1.0
IRF1,A,EIF2AK2,1.0
SPI1,A,ICAM1,1.0
ETS2,A,ICAM1,1.0
RELA,A,WT1,1.0
NFKB1,A,WT1,1.0
HLF,A,DBP,1.0
HIF1A,A,AQP1,1.0
VDR,A,HOXA10,1.0
USF1,A,APEX1,1.0
SP3,A,F2R,1.0
SPI1,A,RNASE2,1.0
IRF1,A,IL15,1.0
CEBPB,A,ADM,1.0
ETS2,A,CHRNE,1.0
TFAP2A,A,MIP,1.0
SP1,A,MIP,1.0
CEBPA,A,ITGAX,1.0
CREB1,A,DBH,1.0
STAT5A,A,IRF1,1.0
SP3,A,IGFBP1,1.0
SP3,A,CHRNB4,1.0
SPI1,A,ITGA2B,1.0
HOXC11,A,LCT,1.0
E2F4,A,CCND1,1.0
THRB,A,CGA,-1.0
USF1,A,SF1,1.0
ETS1,A,TRB,-1.0
ETS1,A,TNF,1.0
TP53,A,WRN,-1.0
CREB1,A,CD4,1.0
ATF2,A,APOC3,1.0
YY1,A,CTCF,1.0
SREBF1,A,FDFT1,1.0
HIF1A,A,ALDOA,1.0
JUN,A,IL5RA,1.0
CREB1,A,IL5RA,1.0
SPI1,A,MYB,1.0
STAT1,A,IDO1,1.0
CEBPA,A,S100A9,1.0
SP1,A,F7,1.0
USF1,A,TRIM25,1.0
LHX3,A,PRL,1.0
EGR1,A,BCL2,1.0
USF1,A,GCK,1.0
SP3,A,TCN2,1.0
SP1,A,TCN2,1.0
SP3,A,LCAT,1.0
SP1,A,LCAT,1.0
STAT1,A,A2M,1.0
MYC,A,DNPH1,1.0
TP53,A,TYMS,-1.0
HIF1A,A,TF,1.0
SP1,A,HSPB1,1.0
EGR1,A,IFNG,1.0
ERG,A,VIM,1.0
ETV4,A,VIM,1.0
ETS1,A,DNTT,1.0
FOS,A,CDK4,1.0
FOS,A,MELTF,1.0
TFDP1,A,MYBL2,1.0
E2F4,A,MYBL2,1.0
SREBF1,A,FDPS,1.0
ETS1,A,MET,1.0
FOS,A,PLAUR,1.0
EGR1,A,VAMP2,1.0
TFAP2A,A,HOXA4,-1.0
STAT5B,A,FCGR1A,1.0
GATA1,A,EPO,1.0
CEBPA,A,COMT,1.0
STAT3,A,LBP,1.0
SP1,A,MPO,1.0
YY1,A,HCFC1,1.0
SPI1,A,FES,1.0
PAX5,A,XBP1,-1.0
SP1,A,VAMP2,1.0
ETS1,A,ANPEP,1.0
NFIC,A,PROC,1.0
ERG,A,MMP3,1.0
EGR1,A,CD19,1.0
TFAP2A,A,HSD17B1,-1.0
THRB,A,POR,1.0
JUN,A,ICAM1,1.0
STAT2,A,IRF1,1.0
PPARA,A,APOC3,-1.0
SP1,A,IL2,1.0
RELA,A,TNC,1.0
JUN,A,TNC,1.0
JUN,A,SELE,1.0
AR,A,ORM1,1.0
TP53,A,FANCC,1.0
MYC,A,HBP1,1.0
GATA2,A,PECAM1,1.0
PBX1,A,CYP17A1,1.0
TP53,A,TSC2,1.0
TP53,A,HGF,1.0
SP3,A,MYC,1.0
CEBPA,A,SOD1,1.0
FOXM1,A,CYP7A1,1.0
FOSL1,A,NQO1,1.0
ETS2,A,MMP3,1.0
EGR1,A,NFKB1,1.0
HNF1A,A,SLC22A10,1.0
JUN,A,IL1A,1.0
JUN,A,NTRK1,1.0
MYC,A,SMARCAD1,1.0
MYC,A,EIF5A2,1.0
MYC,A,CMAS,1.0
MYC,A,NAT10,1.0
MYC,A,SFMBT1,1.0
MYC,A,NOL7,1.0
MYC,A,CXXC1,1.0
MYC,A,ALG5,1.0
MYC,A,NXT1,1.0
MYC,A,TUBG2,1.0
MYC,A,DMAC2L,1.0
MYC,A,CLUL1,1.0
MYC,A,GNL3,1.0
MYC,A,ZNF451,1.0
MYC,A,CBX5,1.0
MYC,A,SIRT1,1.0
MYC,A,CCT5,1.0
MYC,A,EXOSC8,1.0
MYC,A,CBX3,1.0
MYC,A,UBE2C,1.0
MYC,A,ATF7,1.0
MYC,A,PRDM8,1.0
MYC,A,ENTPD7,1.0
MYC,A,ZNF304,1.0
MYC,A,KIAA1586,1.0
NFKB1,A,BCL2A1,1.0
NFKB1,A,ALOX5AP,1.0
NFIL3,A,IL1B,-1.0
NFIC,A,CSH1,1.0
MYOG,A,ACACB,1.0
MYCN,A,MCM8,1.0
MYCN,A,MCM7,1.0
MYCN,A,MCM6,1.0
MYCN,A,MCM5,1.0
MYCN,A,MCM4,1.0
MYC,A,CLP1,1.0
MYCN,A,MCM3,1.0
MYCN,A,CTSD,1.0
MYC,A,C9orf43,1.0
MYC,A,WDR36,1.0
MYC,A,DPY30,1.0
MYC,A,ARFGAP2,1.0
MYC,A,PCBD2,1.0
MYC,A,BCL2L12,1.0
MYC,A,SLC25A28,1.0
MYC,A,SFXN3,1.0
MYC,A,GOLPH3,1.0
MYCN,A,MCM2,1.0
NFKB1,A,BRCA2,1.0
MYC,A,ZNF234,1.0
MYC,A,PAICS,1.0
MYC,A,HDAC3,1.0
MYC,A,CTSF,1.0
MYC,A,EIF3C,1.0
MYC,A,PSMG1,1.0
MYC,A,YBX3,1.0
MYC,A,PEX3,1.0
MYC,A,UXT,1.0
MYC,A,H4C4,1.0
MYC,A,AKAP1,1.0
MYC,A,FXR1,1.0
MYC,A,FOSL1,1.0
MYC,A,MTERF1,1.0
MYC,A,SLBP,1.0
MYC,A,CSDE1,-1.0
MYC,A,ZSCAN9,1.0
MYC,A,ZNF146,1.0
MYC,A,WNT10B,1.0
MYC,A,UROD,1.0
MYC,A,UCP3,1.0
MYC,A,UCP1,1.0
MYC,A,UBA52,1.0
MYC,A,SQSTM1,1.0
MYC,A,DDX18,1.0
MYC,A,SYNGR2,1.0
MYC,A,SLC28A2,1.0
MYC,A,SEC23B,1.0
MYC,A,PFDN6,1.0
MYC,A,NOD1,1.0
MYC,A,AKR1A1,1.0
MYC,A,TCIRG1,1.0
MYC,A,DLEU1,-1.0
MYC,A,RIDA,1.0
MYC,A,PQBP1,1.0
MYC,A,CASP8AP2,1.0
MYC,A,HNRNPDL,1.0
MYC,A,KLF1,1.0
MYC,A,THRAP3,1.0
MYC,A,TOMM20,1.0
MYC,A,AQR,1.0
MYC,A,HERPUD1,1.0
MYC,A,CLINT1,1.0
MYC,A,NUP155,1.0
MYC,A,RBM39,1.0
MYC,A,NR1D1,1.0
MYC,A,CRIPT,1.0
MYC,A,SLC9A3R2,1.0
MYC,A,COX7A2L,1.0
MYC,A,RBM8A,1.0
NFKB1,A,CD40LG,1.0
NFKB1,A,CD74,1.0
NFKB1,A,COL1A2,-1.0
SP1,A,H4C4,1.0
SP1,A,THBD,1.0
SP1,A,SMPD1,1.0
SP1,A,SLC19A1,1.0
SP1,A,SKP2,1.0
SP1,A,PTK6,1.0
SP1,A,PTGIR,1.0
SP1,A,FURIN,1.0
SP1,A,LTC4S,1.0
SP1,A,IGFBP1,1.0
SP1,A,HSD3B1,1.0
SP1,A,HPR,1.0
SP1,A,GFER,1.0
SP1,A,F10,1.0
SP1,A,CYP3A5,1.0
SP1,A,COL7A1,1.0
SP1,A,CD19,1.0
SP1,A,CD9,1.0
SP1,A,C1QBP,1.0
SP1,A,ADRB3,1.0
SKI,A,SMAD7,1.0
SP1,A,NOL7,1.0
SP3,A,ITGA2,1.0
SP3,A,LTC4S,1.0
SP3,A,SCTR,1.0
TBP,A,FN1,1.0
TBP,A,APP,1.0
TAL1,A,SSH2,1.0
TAL1,A,CDH23,1.0
TAL1,A,NBAS,1.0
TAL1,A,PLEKHO1,1.0
TAL1,A,CHST11,1.0
TAL1,A,USP34,1.0
TAL1,A,PPP3CA,1.0
TAL1,A,BRF1,1.0
SATB1,A,CD8B,1.0
TAL1,A,C3AR1,1.0
STAT3,A,KLF11,1.0
STAT3,A,ESR1,1.0
STAT1,A,NR1H4,-1.0
STAT1,A,TRIM25,1.0
SREBF2,A,MTTP,-1.0
SPI1,A,LSP1,1.0
SPI1,A,NR3C1,1.0
SP3,A,TPMT,1.0
SP3,A,NKX2-1,1.0
SP3,A,TIMP1,1.0
STAT6,A,CCL17,1.0
RXRA,A,NOL7,1.0
RXRA,A,HNF1A,1.0
RXRA,A,HSD17B2,1.0
RARA,A,HSD17B2,1.0
PPARD,A,SAT1,1.0
POU4F2,A,CCND1,1.0
POU2F1,A,VWF,1.0
POU2F1,A,LCT,1.0
POU2F1,A,MS4A2,1.0
POU2F1,A,CXCR5,1.0
PLAGL1,A,ABCC6,1.0
PLAG1,A,ABCC6,1.0
PGR,A,RLN2,1.0
TP53,A,SMPD3,1.0
PGR,A,RLN1,1.0
YBX1,A,AGT,1.0
NFKB1,A,VWF,1.0
NFKB1,A,CXCL5,1.0
NFKB1,A,CCL11,1.0
NFKB1,A,PIGR,1.0
NFKB1,A,MMP3,1.0
NFKB1,A,IRF7,1.0
NFKB1,A,FCGRT,1.0
NFKB1,A,NQO1,1.0
NFKB1,A,CRMP1,1.0
OTX2,A,RBP3,1.0
MYC,A,TYMS,1.0
RARA,A,PLAT,1.0
RARA,A,TPO,1.0
RXRA,A,CYP3A4,1.0
RXRA,A,CXCR5,1.0
RFX1,A,COL1A2,1.0
RELA,A,CXCL5,1.0
RELA,A,PTX3,1.0
RELA,A,PIGR,1.0
RELA,A,MAT2A,1.0
RELA,A,IRF7,1.0
RELA,A,NR4A1,1.0
RELA,A,FCGRT,1.0
RARA,A,TNFAIP2,1.0
RELA,A,CYP3A4,1.0
RELA,A,COL1A2,-1.0
RELA,A,CD74,1.0
RELA,A,BRCA2,1.0
RELA,A,BCL2A1,1.0
REL,A,CD40LG,1.0
RARB,A,PLAT,1.0
RARB,A,ADH5,1.0
RARA,A,NR1I3,1.0
RARA,A,GPRC5A,1.0
RARA,A,NRIP1,1.0
RELA,A,CR2,1.0
JUN,A,MMP12,1.0
MYC,A,TXN,1.0
MYC,A,TOP1,1.0
MYC,A,FECH,1.0
MYC,A,FASN,1.0
MYC,A,FAH,1.0
MYC,A,ESD,1.0
MYC,A,EPHX1,1.0
MYC,A,EPB42,1.0
MYC,A,ELK1,1.0
MYC,A,EIF4EBP2,1.0
MYC,A,EIF4B,1.0
MYC,A,EIF4A1,1.0
MYC,A,EGR3,1.0
MYC,A,DKC1,1.0
MYC,A,DDX11,1.0
MYC,A,ACE,1.0
MYC,A,DCK,1.0
MYC,A,CSTB,1.0
MYC,A,CST5,1.0
MYC,A,CRAT,1.0
MYC,A,COL4A1,1.0
MYC,A,CLCN6,1.0
MYC,A,CHRNB1,1.0
MYC,A,FGF9,1.0
MYC,A,FGFR4,1.0
MYC,A,FPGS,1.0
MYC,A,FXN,1.0
MYC,A,ICAM1,1.0
MYC,A,HSPE1,1.0
MYC,A,HSPA8,1.0
MYC,A,HSD11B2,1.0
MYC,A,HOXD13,1.0
MYC,A,HOXD3,1.0
MYC,A,HNRNPA2B1,1.0
MYC,A,HNRNPA1,1.0
MYC,A,HMGN2,1.0
MYC,A,HMBS,1.0
MYC,A,CEACAM5,1.0
MYC,A,MNX1,1.0
MYC,A,GTF2H2,-1.0
MYC,A,GSTP1,1.0
MYC,A,GSK3B,1.0
MYC,A,CXCL2,1.0
MYC,A,GPR4,1.0
MYC,A,GLA,1.0
MYC,A,GAS8,1.0
MYC,A,GAPDH,1.0
MYC,A,GALT,1.0
MYC,A,FUT1,1.0
MYC,A,HINT1,1.0
MYC,A,IL11RA,1.0
MYC,A,CDC25C,1.0
MYC,A,CD63,1.0
MYC,A,ADCY9,1.0
MYC,A,ACYP2,1.0
MYC,A,ACTG1,1.0
MYC,A,ACP3,1.0
MYC,A,ACP5,1.0
MYC,A,ACOX1,1.0
MYC,A,ACO2,1.0
MYC,A,ACADM,1.0
MYBL2,A,MYB,1.0
NR3C2,A,ATP1B1,-1.0
MITF,A,HOXB4,1.0
MAF,A,ITGB7,1.0
SMAD4,A,BGLAP,1.0
SMAD3,A,POR,1.0
JUND,A,NQO2,1.0
JUND,A,CSTA,1.0
JUND,A,CLU,1.0
JUND,A,CD40LG,1.0
JUNB,A,PTGS2,1.0
JUN,A,UGT2B15,1.0
JUN,A,PPARA,1.0
MYC,A,AHSG,1.0
MYC,A,ALDH9A1,-1.0
MYC,A,AMD1,1.0
MYC,A,AMPD2,1.0
MYC,A,TNFRSF8,1.0
MYC,A,CCNB1,1.0
MYC,A,CCKBR,1.0
MYC,A,CBS,1.0
MYC,A,CASP9,1.0
MYC,A,CASP8,1.0
MYC,A,ZFP36L1,-1.0
MYC,A,BRCA2,1.0
MYC,A,BMP4,1.0
MYC,A,BLK,1.0
MYC,A,CD79B,1.0
MYC,A,BCL3,1.0
MYC,A,ATP6V1G2,1.0
MYC,A,ATP1A2,1.0
MYC,A,ASCL2,1.0
MYC,A,ARSB,1.0
MYC,A,RHOG,1.0
MYC,A,ARF4,1.0
MYC,A,ARF1,1.0
MYC,A,APP,1.0
MYC,A,APEX1,1.0
MYC,A,AMPD3,1.0
MYC,A,AVP,1.0
MYC,A,IL13,1.0
MYC,A,IMPA2,1.0
MYC,A,INSM1,1.0
MYC,A,RPL22,1.0
MYC,A,RPL19,1.0
MYC,A,RPL10,1.0
MYC,A,RPL3,1.0
MYC,A,RGS2,1.0
MYC,A,RFC2,1.0
MYC,A,RBBP4,1.0
MYC,A,RARB,-1.0
MYC,A,QDPR,1.0
MYC,A,PTGER2,1.0
MYC,A,PSMB1,1.0
MYC,A,PSEN2,1.0
MYC,A,PRTN3,1.0
MYC,A,KLK10,1.0
MYC,A,PRKDC,1.0
MYC,A,PTPA,-1.0
MYC,A,PPP1R7,1.0
MYC,A,PPID,1.0
MYC,A,PPAT,1.0
MYC,A,POLD2,1.0
MYC,A,POLB,1.0
MYC,A,RPL26,1.0
MYC,A,RPL27,1.0
MYC,A,RPL27A,1.0
MYC,A,RPS6,1.0
MYC,A,THBS4,1.0
MYC,A,TGFB3,1.0
MYC,A,TGFB2,1.0
MYC,A,TGFB1,1.0
MYC,A,TCF12,1.0
MYC,A,VAMP2,1.0
MYC,A,SURF6,1.0
MYC,A,STAT6,1.0
MYC,A,SRD5A1,1.0
MYC,A,SPAST,1.0
MYC,A,PLA2G4A,1.0
MYC,A,SNRPB2,1.0
MYC,A,SMN2,1.0
MYC,A,SLIT1,1.0
MYC,A,SLC19A1,1.0
MYC,A,SLC4A2,1.0
MYC,A,SLC2A4,1.0
MYC,A,SLA,1.0
MYC,A,SIM2,1.0
MYC,A,RPS19,1.0
MYC,A,RPS16,1.0
MYC,A,RPS15,1.0
MYC,A,SNRPB,1.0
MYC,A,PKP1,1.0
MYC,A,PIK3C3,1.0
MYC,A,PIGF,1.0
MYC,A,METTL1,1.0
MYC,A,MET,1.0
MYC,A,MEN1,1.0
MYC,A,MEIS2,1.0
MYC,A,MCM7,1.0
MYC,A,MBD1,1.0
MYC,A,MAN2A2,1.0
MYC,A,MAGEA3,1.0
MYC,A,LTB,1.0
MYC,A,LTA4H,1.0
MYC,A,MFAP1,1.0
MYC,A,LMX1B,1.0
MYC,A,LBR,1.0
MYC,A,STMN1,1.0
MYC,A,LAMB2,1.0
MYC,A,LAIR2,1.0
MYC,A,LAIR1,1.0
MYC,A,ISG20,1.0
MYC,A,IRF3,1.0
MYC,A,IRF2,1.0
MYC,A,ITGA6,1.0
MYC,A,INSR,1.0
MYC,A,LMNA,1.0
MYC,A,TPM2,1.0
MYC,A,MELTF,1.0
MYC,A,MPO,1.0
MYC,A,SLC25A3,1.0
MYC,A,PHB1,1.0
MYC,A,PEX14,1.0
MYC,A,PER1,1.0
MYC,A,PDHA1,1.0
MYC,A,OCA2,1.0
MYC,A,NTN3,1.0
MYC,A,NTHL1,1.0
MYC,A,NRAS,1.0
MYC,A,NOTCH4,1.0
MYC,A,MGST1,1.0
MYC,A,NIT1,1.0
MYC,A,NFKBIL1,1.0
MYC,A,NFIL3,1.0
MYC,A,NEFM,1.0
MYC,A,NAP1L1,1.0
MYC,A,MYCL,1.0
MYC,A,MUC1,1.0
MYC,A,MTHFR,1.0
MYC,A,MTHFD1,1.0
MYC,A,MST1,-1.0
MYC,A,MSN,-1.0
MYC,A,NID1,1.0
MYCN,A,MXI1,-1.0
TCF3,A,BBC3,-1.0
TCF4,A,ABCB1,1.0
NFKB1,A,VEGFC,1.0
CTCF,A,NPC1,-1.0
NR2E1,A,PAX2,-1.0
NR2E1,A,PLCE1,-1.0
NR2F2,A,ACTA1,1.0
NR2F2,A,APOC2,1.0
NR2F2,A,F9,1.0
NR2F2,A,MYH6,1.0
NR2F2,A,MYOG,1.0
NR2F2,A,PENK,1.0
NR2F2,A,TF,1.0
PAX6,A,NECAB2,1.0
POU2F1,A,H2BC21,1.0
POU2F1,A,MYC,1.0
POU2F1,A,TRA,1.0
POU2F1,A,TSC22D3,1.0
CTCF,A,MMP10,-1.0
POU2F2,A,TRA,1.0
PPARA,A,ACOX2,1.0
PPARA,A,HMGCS1,1.0
PPARA,A,MMP12,1.0
NFKB1,A,IL5,1.0
CTCF,A,NT5C3A,-1.0
NFKB1,A,GADD45A,1.0
NFKB1,A,BRCA1,1.0
MAX,A,NPRL3,-1.0
MEF2C,A,KLF2,1.0
CTCF,A,ZNHIT2,-1.0
CTCF,A,ZNF763,-1.0
CTCF,A,ZNF462,-1.0
MITF,A,ITPR1,1.0
CTCF,A,TRO,-1.0
MITF,A,MAPRE2,1.0
CTCF,A,TBC1D14,1.0
CTCF,A,STAB2,-1.0
PPARA,A,MYC,1.0
CTCF,A,S100Z,-1.0
CTCF,A,RBM39,-1.0
MITF,A,STARD13,1.0
MITF,A,TBC1D1,1.0
CTCF,A,PRNT,-1.0
MYC,A,ATAD3B,1.0
MYC,A,CLUH,1.0
NFIC,A,MYC,1.0
MYC,A,PKM,1.0
CTCF,A,PAGE4,-1.0
NFIC,A,TP53,1.0
CTCF,A,RBMS3,-1.0
LHX4,A,TSHB,1.0
PPARD,A,CPT1B,1.0
CTCF,A,HAUS7,-1.0
RUNX1,A,SMAD3,1.0
RXRA,A,NR1H3,1.0
SOX10,A,ASCL1,1.0
SOX10,A,PDGFRA,1.0
SOX10,A,PLP1,1.0
SOX10,A,SOX6,1.0
CREB1,A,UCP1,1.0
CREB1,A,PCK2,1.0
SOX2,A,DLGAP1,1.0
CLOCK,A,NR1D2,1.0
SOX8,A,CLDN23,1.0
SP1,A,CDKN2D,1.0
